,bias_own_ses_hs,med_family_income,rent_pctage_household_income,pct_commute_less_than_29,pct_commute_greater_than_30,pct_snap_no_cash_public_assist,pct_snap_with_cash_public_assist,pct_poverty_inc_ratio_185_under,ap_courses,honors_classes,gs_equity_rating,gs_overall_rating,gs_test_rating,num_white,num_black,num_native,num_asian,num_hispanic,num_ell,pct_married_couple_families,pct_single_parent_families,pct_english_lang,pct_non_english_lang,pct_homeowners,pct_non_homeowners,pct_less_than_hs_edu,pct_hs_degree,pct_associates_degree,pct_bachelors_degree,pct_post_grad_higher_degree,clustering_hs,volunteering_rate_hs
0,0.01013983770858954,0.3056397329548809,0.4021873501184886,-1.5365152519412333,-1.3397259310093748,-1.662060871746665,-1.0490317752595004,-1.2334641803686397,1.1351077942666108,-0.05379921937899018,1.029944522133396,1.3107668958969392,0.59746102442322,0.6118606455511747,0.660561287517613,-0.3761629785301364,0.028922369853172463,-0.5295597481553334,-0.2608909867583794,-1.5554631445179898,-1.3552663940465173,-1.6174722327309627,-0.786959459199958,-1.6095134591724154,-1.2418785966598667,-1.0561680640573348,-1.4014054888427276,-1.464679262005781,-1.2546186807672,-0.9855705730309989,0.1531642598419422,0.06171014471799716
1,0.13837807313955544,0.5694602790055491,1.7080810534872448,-1.5365152519412333,-1.3397259310093748,-1.662060871746665,-1.0490317752595004,-1.2334641803686397,1.1351077942666108,-0.05379921937899018,1.5398581165884369,1.784201785174299,1.0306588628034667,-0.017275102631143978,0.10580772236554475,-0.5138530131312061,-0.18353508064827267,-0.5728409989543146,-0.46084425113251815,-1.5554631445179898,-1.3552663940465173,-1.6174722327309627,-0.786959459199958,-1.6095134591724154,-1.2418785966598667,-1.0561680640573348,-1.4014054888427276,-1.464679262005781,-1.2546186807672,-0.9855705730309989,0.8929167024530206,0.15536996923714722
2,-0.37965979462495947,0.11061957204535268,0.49837529764792515,-1.5365152519412333,-1.3397259310093748,-1.662060871746665,-1.0490317752595004,-1.2334641803686397,-0.326658692040404,-0.05379921937899018,0.010117333223314267,-1.0564075504898598,-0.4855335715273969,-0.18764981639649095,-0.45431564097173355,-0.37172924806815694,-0.458764634908573,-0.5570977793411392,-0.6297230982402655,-1.5554631445179898,-1.3552663940465173,-1.6174722327309627,-0.786959459199958,-1.6095134591724154,-1.2418785966598667,-1.0561680640573348,-1.4014054888427276,-1.464679262005781,-1.2546186807672,-0.9855705730309989,-0.3782145182287846,0.21278957079128874
3,0.7174363627881661,0.44941310755411035,1.7130451577787154,-1.5365152519412333,-1.3397259310093748,-1.662060871746665,-1.0490317752595004,-1.2334641803686397,-0.1937708296488572,-0.05379921937899018,-0.4997962612317266,0.36389711734221963,-0.05233573314715012,-0.07026265132505383,-0.4566965579193799,-0.5441080231717045,-0.44436511300713205,-0.6353333053102718,-0.6647510783549189,-1.5554631445179898,-1.3552663940465173,-1.6174722327309627,-0.786959459199958,-1.6095134591724154,-1.2418785966598667,-1.0561680640573348,-1.4014054888427276,-1.464679262005781,-1.2546186807672,-0.9855705730309989,0.34404785336543264,0.6241401682780059
4,0.6705586729192146,-0.07191287036797511,-0.21238100274706406,-1.5365152519412333,-1.3397259310093748,-1.662060871746665,-1.0490317752595004,-1.2334641803686397,-0.4595465544319508,-0.05379921937899018,1.5398581165884369,1.3107668958969392,0.59746102442322,0.9286427515331787,0.03553579037502364,-0.4179758401664939,-0.39040544796772236,-0.5462781709845281,-0.565884133618646,-1.5554631445179898,-1.3552663940465173,-1.6174722327309627,-0.786959459199958,-1.6095134591724154,-1.2418785966598667,-1.0561680640573348,-1.4014054888427276,-1.464679262005781,-1.2546186807672,-0.9855705730309989,0.4713872171614673,0.09936232625561468
5,0.11772009033648714,0.4505016650270726,0.030748658823410158,-1.5365152519412333,-1.3397259310093748,-1.662060871746665,-1.0490317752595004,-1.2334641803686397,-0.5924344168234976,-0.05379921937899018,-1.0097098556867674,-1.5298424397672195,-0.9187314099076436,-0.5390133716389146,-0.41188814524254413,-0.4111594313659781,-0.4594972398483788,-0.525448148183437,-0.6080245846891631,-1.5554631445179898,-1.3552663940465173,-1.6174722327309627,-0.786959459199958,-1.6095134591724154,-1.2418785966598667,-1.0561680640573348,-1.4014054888427276,-1.464679262005781,-1.2546186807672,-0.9855705730309989,-0.8163532669204128,-0.3378743195914553
6,-0.03832687764367564,0.7220199474174442,0.5637401280127152,-1.5365152519412333,-1.3397259310093748,-1.662060871746665,-1.0490317752595004,-1.2334641803686397,-1.3897615911727785,-0.05379921937899018,-1.5196234501418084,-1.5298424397672195,-0.4855335715273969,-0.9440836001325276,-0.30895959269836865,-0.34709727876341095,-0.47039128531612606,-0.7152028518334218,-0.6900488090928767,-1.5554631445179898,-1.3552663940465173,-1.6174722327309627,-0.786959459199958,-1.6095134591724154,-1.2418785966598667,-1.0561680640573348,-1.4014054888427276,-1.464679262005781,-1.2546186807672,-0.9855705730309989,-0.06049450205844431,-0.9501936401808823
7,-1.1238227501712514,0.2805662602661486,0.9095117586282943,-1.5365152519412333,-1.3397259310093748,-1.662060871746665,-1.0490317752595004,-1.2334641803686397,-0.060882967257310384,-0.05379921937899018,1.029944522133396,1.3107668958969392,0.8140599436133434,0.3480585294146823,-0.40481445203331684,-0.4712357449773615,-0.3820499865735056,-0.6283946178651125,-0.6553429931703516,-1.5554631445179898,-1.3552663940465173,-1.6174722327309627,-0.786959459199958,-1.6095134591724154,-1.2418785966598667,-1.0561680640573348,-1.4014054888427276,-1.464679262005781,-1.2546186807672,-0.9855705730309989,1.2301403158521953,0.02641108627220397
8,-1.0103629427587053,-0.04329964749196522,0.36571569305037654,-1.5365152519412333,-1.3397259310093748,-1.662060871746665,-1.0490317752595004,-1.2334641803686397,-1.5226494535643254,-0.05379921937899018,-1.5196234501418084,-2.0032773290445793,-0.9187314099076437,-1.3503626488532294,2.4223765213117927,-0.5280061376997109,-0.45805240583308543,-0.5857888204244923,-0.5801064163763247,-1.5554631445179898,-1.3552663940465173,-1.6174722327309627,-0.786959459199958,-1.6095134591724154,-1.2418785966598667,-1.0561680640573348,-1.4014054888427276,-1.464679262005781,-1.2546186807672,-0.9855705730309989,-0.5390246972923491,-1.4495562749615993
9,-1.2787573510518269,-0.1200087543550854,-0.38418989880757815,-1.5365152519412333,-1.3397259310093748,-1.662060871746665,-1.0490317752595004,-1.2334641803686397,-1.5226494535643254,-0.05379921937899018,-1.5196234501418084,-2.0032773290445793,-1.5685281674780138,-1.5381695889940803,0.29470684086709853,-0.6063843852500408,-0.4782203893203903,-0.7112667383673854,-0.7090126962315194,-1.5554631445179898,-1.3552663940465173,-1.6174722327309627,-0.786959459199958,-1.6095134591724154,-1.2418785966598667,-1.0561680640573348,-1.4014054888427276,-1.464679262005781,-1.2546186807672,-0.9855705730309989,-1.1315568157295954,-1.2589418676594022
