,ncessch,bias_own_ses_hs,med_family_income,rent_pctage_household_income,num_white,num_black,num_native,num_asian,num_hispanic,num_ell,commute_total,commute_less_than_10_min,commute_10to14min,commute_15to19min,commute_20to24min,commute_25to29min,commute_30to34min,commute_35to44min,commute_45to59min,commute_60_more_min,poverty_status_total,poverty_status_income_below_poverty_lvl,poverty_status_fam_households,poverty_status_married_fam,poverty_status_other_fam,snap_total,snap_with_cash_public_assist,snap_no_cash_public_assist,poverty_inc_ratio_total,poverty_inc_ratio_under.5,poverty_inc_ratio_.50to.99,poverty_inc_ratio_1.00to1.24,poverty_inc_ratio_1.25to1.49,poverty_inc_ratio_1.50to1.84,poverty_inc_ratio_1.85to1.99,poverty_inc_ratio_2.00over,pct_commute_less_than_29,pct_commute_greater_than_30,pct_snap_no_cash_public_assist,pct_snap_with_cash_public_assist,pct_poverty_inc_ratio_185_under,nces_id,ap_courses,honors_classes,gs_equity_rating,gs_overall_rating,gs_test_rating,gs_progress_rating,high_school,clustering_hs,volunteering_rate_hs,pct_married_couple_families,pct_single_parent_families,pct_english_lang,pct_non_english_lang,pct_homeowners,pct_non_homeowners,pct_less_than_hs_edu,pct_hs_degree,pct_associates_degree,pct_bachelors_degree,pct_post_grad_higher_degree
1208,390619004108,-0.01675,46154.08125,32.709375,3.997333333333333,0.018666666666666668,0.005333333333333333,0.0,0.058666666666666666,0.0026666666666666666,76587.0,13041.0,1060.0,4121.0,11240.0,8901.0,6270.0,8543.0,8580.0,14831.0,90071.0,25044.0,18073.0,7479.0,10594.0,90071.0,31876.0,58195.0,239206.0,27355.0,50837.0,8523.0,19385.0,11364.0,20454.0,101288.0,0.5009074647133326,0.49909253528666747,0.6461014088885435,0.3538985911114565,0.49105791660744297,390619004108,0.0,0.0,4.0,5.0,5.0,7.0,390619004108,0.51747,0.039329998,0.5517296476791563,0.19106378960976708,0.9937975262733592,0.012404947453281719,0.7197992548316108,0.28020074516838916,0.2132044574030435,0.45441147102288615,0.08475056915764669,0.06702879737987778,0.062407636697687424
1209,390619004114,-0.01905,45501.619047619046,33.06870748299319,5.644699140401146,0.014326647564469915,0.011461318051575931,0.0,0.09742120343839542,0.2636103151862464,65488.0,14178.0,753.0,5139.0,7796.0,4012.0,12913.0,2666.0,6048.0,11983.0,78133.0,22365.0,12759.0,3954.0,8805.0,78133.0,29434.0,48699.0,189105.0,19471.0,43833.0,11700.0,12547.0,18334.0,1938.0,81282.0,0.4867762032738822,0.5132237967261177,0.6232833757823198,0.3767166242176801,0.5599270246688348,390619004114,,,2.0,3.0,3.0,5.0,390619004114,0.48328,0.08382,0.44245957420240994,0.1763672972466754,0.9948570269089093,0.010285946182181432,0.6864035087719298,0.31359649122807015,0.16247208751550693,0.44384797564001355,0.07101387165896018,0.0691507838051201,0.09085823841208977
1210,390656800725,-0.13094001,64288.446153846155,30.11025641025641,3.568888888888889,0.08,0.0,0.0044444444444444444,0.057777777777777775,0.7022222222222222,94254.0,22242.0,1230.0,10311.0,14982.0,4920.0,15566.0,3191.0,14046.0,7766.0,83910.0,10466.0,6156.0,3260.0,2896.0,83910.0,9007.0,74903.0,244424.0,8154.0,31444.0,6776.0,10377.0,21768.0,8078.0,157827.0,0.5695779489464639,0.4304220510535362,0.8926588010964128,0.10734119890358718,0.32124095833469707,390656800725,,,,3.0,2.0,2.0,390656800725,0.57876998,0.05192,0.5755172009923445,0.14819152674112798,0.9343476825775402,0.13130463484491955,0.8922688699837094,0.10773113001629063,0.2159637005744429,0.40499899416616375,0.06742998278906547,0.0567066765014864,0.056673148706944725
1211,390656804135,-0.03737,62320.64027538726,27.876247848537005,3.1466030989272946,0.04529201430274136,0.0023837902264600714,0.003575685339690107,0.03098927294398093,0.13587604290822408,300348.0,28441.0,25433.0,37584.0,48856.0,21958.0,50481.0,34244.0,14660.0,38691.0,270210.0,43309.0,22448.0,17435.0,5013.0,270210.0,46944.0,223266.0,782447.0,51302.0,97500.0,28797.0,31218.0,52452.0,18175.0,503003.0,0.5402799419340232,0.4597200580659768,0.8262684578661041,0.17373154213389586,0.3339127122987244,390656804135,4.0,0.0,,2.0,3.0,1.0,390656804135,0.48945001,0.079429999,0.628839629430781,0.09546669560548772,0.9672353525776494,0.06552929484470134,0.8061422647673662,0.19385773523263386,0.16590169234719268,0.43449167773449265,0.09910168347180003,0.07118064910818153,0.06253823550854415
1212,401059000474,0.07254,79375.19831223629,28.233755274261604,9.90798611111111,0.8767361111111112,0.4079861111111111,0.4149305555555556,1.4861111111111112,0.4965277777777778,141297.0,22359.0,23782.0,23820.0,19206.0,13029.0,25524.0,4213.0,6028.0,3336.0,116917.0,9229.0,4016.0,1364.0,2652.0,116917.0,7470.0,109447.0,279850.0,13164.0,17438.0,16664.0,12871.0,36818.0,6824.0,176071.0,0.7232708408529551,0.2767291591470449,0.9361085214297322,0.06389147857026779,0.3464534572092192,401059000474,27.0,0.0,4.0,8.0,10.0,,401059000474,0.39414999,0.074600004,0.5045614846505174,0.14886974619876278,0.9154997976527721,0.16900040469445568,0.6841706654333122,0.3158293345666879,0.0410343533728008,0.16736499068901303,0.0767878484671614,0.3014466772283832,0.21208899635898718
1213,401059001360,0.036669999,88232.82083333333,29.644583333333333,11.40268456375839,3.2550335570469797,0.47248322147651006,1.6268456375838927,2.51006711409396,2.4926174496644293,191831.0,20038.0,37438.0,45244.0,28795.0,12142.0,25501.0,12873.0,5855.0,3945.0,172406.0,11691.0,6230.0,1580.0,4650.0,172406.0,10537.0,161869.0,397716.0,15783.0,22432.0,17830.0,9017.0,18877.0,27515.0,286262.0,0.748872705662797,0.25112729433720304,0.9388826374952148,0.061117362504785215,0.21105261040541493,401059001360,25.0,0.0,8.0,9.0,10.0,,401059001360,0.41367,0.060279999,0.4843181991856162,0.13156228507799964,0.8848127244740893,0.23037455105182145,0.7207569621082279,0.27924303789177213,0.03701338199513382,0.17538861854555285,0.0711374695863747,0.2875067585834009,0.1840801567991349
1214,401059001979,0.050670002,67338.45454545454,31.356937799043063,13.376357056694813,1.209891435464415,0.5572979493365501,0.5572979493365501,1.925211097708082,1.523329129886507,131751.0,23323.0,26322.0,14501.0,23854.0,10846.0,18802.0,3552.0,6201.0,4350.0,109701.0,20653.0,6729.0,1354.0,5375.0,109701.0,12055.0,97646.0,272668.0,18141.0,33758.0,8908.0,11325.0,21948.0,6508.0,172080.0,0.7502485749633779,0.24975142503662212,0.8901103909718234,0.10988960902817659,0.3450349876039726,401059001979,,,7.0,9.0,10.0,,401059001979,0.39366001,0.06825,0.470926517571885,0.1466072632411994,0.8587390450508544,0.2825219098982912,0.5502476771111177,0.4497523228888824,0.03624251661605075,0.15146482856937035,0.07094949403035439,0.3407266702306342,0.22362000523220765
1215,401995000952,0.0046399999,88201.07142857143,20.396428571428572,6.971061093247588,2.0064308681672025,0.6752411575562701,0.13183279742765272,1.7138263665594855,0.26688102893890675,27636.0,3403.0,4281.0,3798.0,6299.0,2394.0,4615.0,1517.0,560.0,769.0,25688.0,1105.0,501.0,64.0,437.0,25688.0,2156.0,23532.0,64613.0,1033.0,2512.0,4094.0,1200.0,2579.0,2291.0,50904.0,0.7300260529743813,0.2699739470256188,0.9160697601993149,0.08393023980068515,0.17671366443285408,401995000952,12.0,0.0,6.0,8.0,8.0,,401995000952,0.44378,0.064350002,0.6007479813004675,0.12254993625159372,0.91809604759881,0.16380790480237994,0.7876243093922652,0.2123756906077348,0.08525226621075314,0.2697191501487062,0.09607130772381614,0.1981442895050845,0.0958219800181653
1216,401995000957,-0.064690001,62100.082595870204,29.767256637168142,5.7539149888143175,5.085011185682327,0.7225950782997763,0.3713646532438479,3.2885906040268456,0.9218390804597701,163989.0,21585.0,25049.0,35759.0,34566.0,16046.0,19678.0,4252.0,4601.0,2453.0,156543.0,23823.0,12390.0,4814.0,7576.0,156543.0,28276.0,128267.0,394058.0,32007.0,31592.0,25217.0,16583.0,25361.0,13647.0,249651.0,0.811060497960229,0.18893950203977097,0.81937231303859,0.18062768696140996,0.33182932461718834,401995000957,15.0,0.0,2.0,3.0,3.0,,401995000957,0.37656,0.044840001,0.3931797473480545,0.23577848521322428,0.8994679235519759,0.20106415289604823,0.6214382937556948,0.3785617062443052,0.10805669564857796,0.3413386817193407,0.11101691702764827,0.13152825305585134,0.04764267819050868
1217,401995000963,-0.00026,54822.397683397685,25.72200772200772,5.669758812615956,3.6957328385899815,0.6697588126159555,0.23933209647495363,2.2096474953617813,1.4783427495291903,122836.0,14825.0,17168.0,22047.0,25263.0,8639.0,19186.0,9312.0,2904.0,3492.0,118676.0,19211.0,10473.0,3529.0,6944.0,118676.0,19806.0,98870.0,280560.0,25984.0,28130.0,9637.0,15828.0,30863.0,18378.0,151740.0,0.715930183333876,0.28406981666612396,0.8331086319053558,0.16689136809464425,0.39364841745081264,401995000963,7.0,0.0,6.0,5.0,4.0,,401995000963,0.36346,0.056820001,0.3427449686572088,0.2335004948861762,0.9354800395908941,0.1290399208182118,0.5570372814252722,0.4429627185747278,0.08102007409321961,0.29937968467304216,0.09657965021107952,0.17231412078917893,0.07983544412854313
1218,402025000998,0.035289999,80042.57520325204,27.300203252032517,11.8983286908078,1.4540389972144847,0.8885793871866295,0.35097493036211697,2.9596100278551534,1.8384401114206128,384391.0,27073.0,50320.0,78448.0,70407.0,29406.0,66403.0,24495.0,19207.0,18632.0,288214.0,17010.0,9184.0,4819.0,4365.0,288214.0,31952.0,256262.0,784216.0,26635.0,24039.0,13717.0,26546.0,60230.0,23379.0,609670.0,0.6650884125798991,0.3349115874201009,0.8891379322309118,0.11086206776908825,0.192761943138115,402025000998,15.0,0.0,4.0,6.0,8.0,,402025000998,0.34678,0.06171,0.572053252227736,0.17225334827383812,0.9010511712288565,0.19789765754228697,0.7755402593244758,0.22445974067552424,0.06627589743299177,0.27624872867791,0.08540734717929395,0.2067275956926616,0.09550284861139048
1219,402025002070,0.073100001,77019.58035714286,27.991964285714282,12.642424242424243,1.981818181818182,1.1919191919191918,1.9494949494949494,6.05050505050505,3.965376782077393,248074.0,29395.0,30756.0,50712.0,43407.0,26636.0,40580.0,8213.0,11915.0,6460.0,202246.0,18643.0,6450.0,1836.0,4614.0,202246.0,14864.0,187382.0,485998.0,18428.0,20689.0,10916.0,24570.0,28003.0,11188.0,372204.0,0.7292420809919621,0.2707579190080379,0.9265053449759204,0.07349465502407959,0.2111243256145087,402025002070,,,6.0,8.0,9.0,,402025002070,0.33888999,0.059670001,0.5195065335136347,0.1482966583988372,0.8603339431761482,0.27933211364770366,0.6994402944600722,0.30055970553992784,0.07734008334252761,0.2601971534537924,0.0844903969378835,0.20330229913347536,0.1142671034652499
1220,402025002395,0.028200001,74658.34943181818,27.11732954545454,12.45397489539749,1.3786610878661087,1.0251046025104602,1.205020920502092,3.9456066945606696,1.9707112970711298,289652.0,31598.0,49696.0,50790.0,38017.0,35053.0,39478.0,16803.0,20653.0,7564.0,194311.0,21333.0,11886.0,1661.0,10225.0,194311.0,24433.0,169878.0,560180.0,29551.0,26508.0,20447.0,20102.0,45513.0,32504.0,385555.0,0.7082775192299725,0.2917224807700275,0.8742582766801673,0.12574172331983263,0.2537059516583955,402025002395,20.0,0.0,7.0,8.0,9.0,,402025002395,0.35556,0.055909999,0.5263326465954536,0.1944737798860823,0.8778630910129672,0.24427381797406555,0.6843977770467963,0.3156022229532037,0.08551320693800943,0.29932513667126853,0.10083918206853681,0.17034215402111086,0.09872616836165543
1221,402529001342,0.093570001,67023.96774193548,29.702729528535983,6.130275229357798,4.089908256880734,0.5119266055045871,1.0110091743119265,5.102752293577981,3.315596330275229,178582.0,17374.0,23756.0,36913.0,45319.0,18052.0,20199.0,5915.0,3937.0,7117.0,156686.0,22462.0,12773.0,2624.0,10149.0,156686.0,21438.0,135248.0,388486.0,27453.0,26699.0,23100.0,19612.0,37484.0,11258.0,242880.0,0.7918715212059446,0.20812847879405538,0.8631785864723077,0.13682141352769234,0.3458245599584026,402529001342,20.0,0.0,3.0,4.0,5.0,,402529001342,0.36050999,0.05091,0.4085543739440037,0.20303191520459288,0.8316778429320596,0.3366443141358808,0.6103176319958842,0.3896823680041158,0.10161285812161804,0.27604552636362367,0.07076091667948377,0.20133810595785737,0.07965016289377648
1222,402529001343,0.01385,60783.73103448276,31.695402298850574,5.104454685099847,2.3364055299539173,0.6052227342549923,0.24731182795698925,7.287250384024578,4.905426356589147,194449.0,23879.0,26174.0,37269.0,44709.0,15201.0,28303.0,5434.0,6766.0,6714.0,169388.0,25156.0,14288.0,6451.0,7837.0,169388.0,27762.0,141626.0,449663.0,29428.0,46355.0,32328.0,32785.0,28483.0,23095.0,257189.0,0.7571754033191223,0.24282459668087777,0.8361040923796255,0.16389590762037454,0.3766798691464497,402529001343,18.0,0.0,2.0,2.0,4.0,,402529001343,0.39067,0.046069998,0.39453591214930867,0.2076499314643693,0.7861844676892287,0.4276310646215426,0.5723272406981774,0.4276727593018226,0.14010542437539347,0.3039579555313345,0.07485569138157297,0.18436424340941052,0.06355843285381842
1223,402529001871,0.09121,89990.18518518518,29.399588477366258,7.416494845360825,4.511340206185567,0.3731958762886598,0.8020618556701031,2.288659793814433,0.8350515463917526,174082.0,12389.0,25726.0,34662.0,37481.0,18045.0,31141.0,6329.0,3336.0,4973.0,139522.0,10105.0,5655.0,783.0,4872.0,139522.0,8674.0,130848.0,336538.0,13732.0,13492.0,6022.0,4969.0,10775.0,3589.0,283959.0,0.7370262290185086,0.2629737709814915,0.9378305930247559,0.06216940697524405,0.14557048535380848,402529001871,19.0,0.0,6.0,8.0,9.0,,402529001871,0.38617,0.055810001,0.4810182812233043,0.17766957116008886,0.9135699641209636,0.17286007175807278,0.6913078763027507,0.3086921236972493,0.042227536048350854,0.1885514360987577,0.08832373616604962,0.28417795854719,0.17425376747789423
1224,410002301248,0.01496,88600.90277777778,30.17777777777778,13.41635687732342,0.8252788104089219,0.34572490706319703,3.345724907063197,8.085501858736059,7.817843866171004,152505.0,13483.0,33011.0,24541.0,18550.0,6050.0,22474.0,8931.0,15803.0,9662.0,96099.0,5056.0,3325.0,2299.0,1026.0,96099.0,12735.0,83364.0,308687.0,7863.0,13824.0,9376.0,11218.0,22910.0,5458.0,238038.0,0.6270941936329957,0.3729058063670044,0.8674804108263353,0.13251958917366466,0.2111880318899079,410002301248,18.0,0.0,4.0,7.0,8.0,,410002301248,0.41056001,0.0572,0.6075227998280294,0.13027689099075201,0.654503709259886,0.6909925814802279,0.649463506554093,0.350536493445907,0.10173024237956112,0.23714150488308805,0.09792116065496181,0.20108947928897142,0.1090981077464981
1225,410002301252,0.034850001,100672.2064516129,29.63225806451613,8.909512761020881,0.5127610208816705,0.3109048723897912,1.0,7.396751740139211,6.751740139211137,134352.0,15818.0,17056.0,22960.0,17917.0,10219.0,16631.0,7579.0,11268.0,14904.0,102372.0,6001.0,3506.0,1686.0,1820.0,102372.0,11466.0,90906.0,298347.0,11762.0,9101.0,12946.0,10227.0,23378.0,9332.0,221601.0,0.625,0.375,0.8879967178525378,0.11200328214746219,0.2259583639185244,410002301252,,,3.0,6.0,5.0,,410002301252,0.36812001,0.056770001,0.610638608530598,0.16906061214433027,0.7638572028252816,0.47228559434943695,0.7777098428574036,0.22229015714259642,0.13266850194162366,0.21801334524438934,0.08792000145849665,0.2155384587336603,0.10072286740442289
1226,410002301306,-0.00101,95130.70315789474,30.803578947368422,7.1630971993410215,0.24382207578253706,0.19439868204283361,0.5485996705107083,4.1334431630971995,3.0938023450586263,381547.0,50514.0,59016.0,66313.0,58126.0,23078.0,36475.0,35977.0,28436.0,23612.0,269564.0,21681.0,11635.0,7125.0,4510.0,269564.0,30178.0,239386.0,816057.0,33938.0,40384.0,38058.0,39079.0,40782.0,22183.0,601633.0,0.6736968184784574,0.3263031815215426,0.8880488492528676,0.11195115074713241,0.23557300531703054,410002301306,,,2.0,5.0,3.0,,410002301306,0.39701,0.05384,0.6101301783058438,0.15098343944787018,0.7541986263598536,0.4916027472802928,0.7240320181815143,0.27596798181848564,0.11044288720203327,0.23790711593468172,0.08427420653827046,0.21725396709670747,0.11917821458182502
1227,410002301585,0.00092999998,92087.5955882353,28.151470588235295,9.103658536585366,0.5528455284552846,0.27439024390243905,2.180894308943089,6.483739837398374,5.215447154471545,114086.0,15248.0,21192.0,19447.0,13738.0,4105.0,9901.0,9154.0,11490.0,9811.0,88447.0,4734.0,2528.0,1553.0,975.0,88447.0,14182.0,74265.0,233742.0,7527.0,6304.0,17366.0,11546.0,6010.0,8167.0,176822.0,0.6462668513226864,0.3537331486773136,0.8396553868418375,0.1603446131581625,0.20857612239135456,410002301585,21.0,0.0,3.0,6.0,6.0,,410002301585,0.43546,0.050190002,0.5252936342984195,0.14600995698197108,0.7661655952438494,0.4676688095123012,0.5669292860940597,0.4330707139059404,0.06970706502172799,0.1949333455030399,0.10389379902743762,0.26064976091597325,0.15374395951544284
1228,410112000735,0.01705,66480.29777777777,29.49177777777778,6.492577597840755,0.08636977058029689,0.08232118758434548,0.11470985155195682,1.3549257759784075,0.6585695006747638,255821.0,63647.0,31664.0,41512.0,35389.0,23367.0,22390.0,6239.0,12685.0,18928.0,234413.0,35011.0,14282.0,4984.0,9298.0,234413.0,54479.0,179934.0,569099.0,37854.0,46992.0,33120.0,32310.0,54653.0,13457.0,350713.0,0.7645150319950278,0.23548496800497223,0.7675939474346559,0.23240605256534408,0.36009376224523326,410112000735,17.0,0.0,5.0,8.0,9.0,,410112000735,0.40896001,0.080940001,0.4537579061265868,0.19498650027818643,0.9379012796575746,0.12419744068485061,0.5916462151285631,0.4083537848714369,0.06127650675972925,0.2072404956411435,0.09498933712633088,0.1943878366301768,0.09746320272874873
1229,410112000736,0.01549,59900.0276816609,30.561245674740487,9.16231884057971,0.09855072463768116,0.22608695652173913,0.1072463768115942,3.2304347826086954,2.0608695652173914,184270.0,49831.0,34183.0,24953.0,21733.0,11666.0,18748.0,6710.0,9656.0,6790.0,164605.0,18395.0,9415.0,4237.0,5178.0,164605.0,33336.0,131269.0,449759.0,16840.0,43579.0,18140.0,30002.0,52404.0,17166.0,271628.0,0.7725945623270202,0.22740543767297985,0.797478812915768,0.20252118708423195,0.3578916708726229,410112000736,14.0,0.0,4.0,5.0,5.0,,410112000736,0.38194001,0.070600003,0.5158347387221437,0.18619586660111642,0.8635331163537473,0.2729337672925055,0.5500494738348757,0.4499505261651244,0.11133228530790851,0.2794110641541278,0.12066583641275869,0.14623697624248858,0.04896796717094384
1230,410192000554,0.027799999,117960.58278145695,31.2682119205298,11.021868787276341,0.9761431411530815,0.20874751491053678,7.928429423459245,4.512922465208748,8.085487077534792,109441.0,14981.0,15297.0,22639.0,15153.0,6910.0,11251.0,8532.0,10801.0,3877.0,88418.0,5570.0,3336.0,1709.0,1627.0,88418.0,6499.0,81919.0,236954.0,6683.0,8219.0,7558.0,4123.0,9193.0,4439.0,196739.0,0.6851180087901244,0.31488199120987564,0.926496867153747,0.07350313284625302,0.15098289119407143,410192000554,21.0,0.0,3.0,6.0,7.0,,410192000554,0.35071,0.060460001,0.5514632705106675,0.20082260371959942,0.7139002923430988,0.5721994153138024,0.5896078248429434,0.41039217515705667,0.021200284240225038,0.13159986040272972,0.06827231559074454,0.3487030488548399,0.24746559473903298
1231,410192001239,0.02881,83475.50264550265,29.8984126984127,13.912234042553191,1.5877659574468086,0.3191489361702128,3.648936170212766,10.678191489361701,10.686170212765957,153022.0,13118.0,23432.0,25649.0,28231.0,10265.0,20061.0,8917.0,13533.0,9816.0,114247.0,8373.0,4801.0,2603.0,2198.0,114247.0,17449.0,96798.0,328416.0,14111.0,17828.0,21098.0,9112.0,26798.0,10931.0,228538.0,0.6580426343924403,0.3419573656075597,0.8472695125473754,0.15273048745262457,0.2708363782519731,410192001239,20.0,0.0,2.0,3.0,4.0,,410192001239,0.36405,0.047109999,0.5498797321421088,0.14386047252277545,0.6308405340395753,0.7383189319208495,0.5512206978050068,0.4487793021949932,0.08622857014125121,0.2164365045394129,0.10119173669152268,0.2327063011106355,0.13387100407758679
1232,410192001240,0.073569998,109237.18045112782,32.44987468671679,6.769512195121951,0.3573170731707317,0.16585365853658537,0.6926829268292682,3.976829268292683,4.232926829268293,312739.0,32351.0,49465.0,47395.0,56913.0,30542.0,44797.0,16527.0,19265.0,15484.0,271036.0,22656.0,8891.0,3734.0,5157.0,271036.0,32529.0,238507.0,639941.0,16971.0,41449.0,13589.0,14967.0,27644.0,12246.0,513075.0,0.692801345530938,0.3071986544690621,0.879982732921088,0.12001726707891203,0.17911026172725297,410192001240,,,2.0,3.0,2.0,,410192001240,0.39741001,0.054749999,0.46534678014219566,0.12948545500753128,0.7706986431285525,0.45860271374289485,0.5094435525361533,0.49055644746384675,0.07803182891506141,0.12892844099066683,0.06716363938801118,0.31375094470620996,0.20928903851508457
1233,410192001241,0.073370002,92251.11926605504,29.88348623853211,11.534090909090908,0.3159090909090909,0.07045454545454545,7.1477272727272725,2.4136363636363636,5.9772727272727275,87028.0,9549.0,12130.0,8613.0,17546.0,8054.0,13274.0,6070.0,5935.0,5857.0,76980.0,6399.0,3564.0,1953.0,1611.0,76980.0,7034.0,69946.0,198629.0,6501.0,11172.0,15039.0,1218.0,16632.0,2970.0,145097.0,0.6422300868685941,0.357769913131406,0.9086256170433878,0.09137438295661211,0.2545549743491635,410192001241,,,3.0,5.0,5.0,,410192001241,0.40761,0.05226,0.453867311664544,0.1511178655136616,0.7796804263835525,0.4406391472328949,0.61806350803215,0.38193649196785,0.05324199716758065,0.12677260164579784,0.09355718180513703,0.34330918914197656,0.18791293117969643
1234,410192001432,0.04476,98503.23206751054,31.163291139240506,12.051044083526682,0.6682134570765661,0.2853828306264501,1.136890951276102,5.774941995359629,5.0742459396751745,219920.0,22469.0,20575.0,36049.0,40800.0,26151.0,33428.0,21313.0,7075.0,12060.0,175799.0,13523.0,7929.0,1346.0,6583.0,175799.0,21047.0,154752.0,417320.0,18250.0,20986.0,6875.0,14911.0,26689.0,6827.0,322782.0,0.6640778464896326,0.3359221535103674,0.8802780448125416,0.1197219551874584,0.21017684271062972,410192001432,,,2.0,5.0,8.0,,410192001432,0.41095001,0.060079999,0.45718812578394913,0.1370838192900997,0.7735624848711573,0.45287503025768544,0.4938109279757058,0.5061890720242942,0.04830307863689301,0.15132728239404528,0.0927103903995139,0.31538938680439516,0.16001443111043598
1235,410348000047,0.074239999,109261.21361502347,35.3849765258216,4.749090909090909,0.09333333333333334,0.12484848484848485,0.3624242424242424,1.2448484848484849,0.9564102564102565,253962.0,56462.0,68781.0,42947.0,35482.0,11078.0,14179.0,9049.0,7067.0,8917.0,223222.0,40859.0,6324.0,2870.0,3454.0,223222.0,21543.0,201679.0,522232.0,67974.0,43129.0,12559.0,14165.0,20294.0,13359.0,350752.0,0.8455989478740914,0.1544010521259086,0.9034906953615683,0.0965093046384317,0.30277922455919976,410348000047,20.0,0.0,3.0,5.0,6.0,,410348000047,0.43105,0.11448,0.38999387521862944,0.10069582567735662,0.8324177732315483,0.3351644535369034,0.4911916804000682,0.5088083195999318,0.03637050794747754,0.10427608845888044,0.08142061161022805,0.27131349343469247,0.31796173116793364
1236,410348000048,0.03286,90821.11842105263,32.84780701754386,8.055263157894737,0.18421052631578946,0.1736842105263158,0.8315789473684211,1.986842105263158,1.944736842105263,171829.0,23984.0,33137.0,34819.0,28057.0,16067.0,14177.0,6764.0,6616.0,8208.0,159199.0,14027.0,4910.0,1920.0,2990.0,159199.0,14274.0,144925.0,398721.0,22633.0,13522.0,10772.0,19283.0,21308.0,4035.0,307168.0,0.7918570206426156,0.20814297935738438,0.9103386327803566,0.08966136721964334,0.21949684114957577,410348000048,14.0,0.0,4.0,6.0,8.0,,410348000048,0.46686,0.074600004,0.5455988645622519,0.12561305753410257,0.8709385759718243,0.25812284805635133,0.686514048413804,0.313485951586196,0.04845797609552087,0.11497320526856904,0.0961759505533332,0.2991790227732471,0.23838667511805148
1237,410600001040,0.036979999,68333.28895184136,34.012181303116144,11.341463414634147,1.0443458980044347,0.4279379157427938,0.7516629711751663,6.523281596452328,6.802660753880266,280194.0,27211.0,40001.0,33656.0,39986.0,21173.0,30190.0,23907.0,38149.0,25921.0,241682.0,30158.0,17496.0,7502.0,9994.0,241682.0,46399.0,195283.0,638177.0,42293.0,48789.0,38973.0,20198.0,43266.0,23001.0,421657.0,0.5782672005824536,0.42173279941754643,0.8080163189645898,0.19198368103541016,0.3032371896824862,410600001040,,,2.0,3.0,3.0,,410600001040,0.38751999,0.079810001,0.4861792316129671,0.18792209745521776,0.7978224265123974,0.40435514697520514,0.5934804858454055,0.40651951415459453,0.09669707039807614,0.25464308793607415,0.1066764833573082,0.18975089480602367,0.09449831842490132
1238,410600001041,0.01465,97207.24221453287,30.979584775086508,12.47489539748954,0.5230125523012552,0.2907949790794979,0.5815899581589958,4.177824267782427,2.6548117154811717,250331.0,20667.0,27496.0,31603.0,39593.0,20637.0,37668.0,22388.0,26586.0,23693.0,183924.0,13814.0,6325.0,2608.0,3717.0,183924.0,19270.0,164654.0,546513.0,26487.0,16409.0,27890.0,17269.0,25584.0,16195.0,416679.0,0.5592435615245415,0.4407564384754585,0.8952284639307541,0.104771536069246,0.20793466944061714,410600001041,11.0,0.0,2.0,4.0,4.0,,410600001041,0.39577001,0.05125,0.6377114941107762,0.1483709251814938,0.8442286459687699,0.3115427080624603,0.7651216424177576,0.23487835758224238,0.07838596951680259,0.2713537951601945,0.11940769212859582,0.17273952973498116,0.08683753230452719
1239,410690000479,0.0078099999,85791.62352941177,39.06627450980392,4.955985915492958,0.04225352112676056,0.09683098591549295,0.04401408450704225,0.8415492957746479,0.1954225352112676,116247.0,6165.0,7136.0,18851.0,14578.0,13091.0,34515.0,10728.0,5364.0,5819.0,154906.0,18292.0,6600.0,3551.0,3049.0,154906.0,14944.0,139962.0,358004.0,24433.0,21907.0,13416.0,22154.0,13983.0,7557.0,254554.0,0.5146025273770506,0.4853974726229494,0.9035285915329296,0.09647140846707035,0.2678545491111831,410690000479,7.0,0.0,3.0,3.0,2.0,,410690000479,0.44326001,0.08901,0.53582273769175,0.10912368003448074,0.9350155751033442,0.12996884979331152,0.8291538506749212,0.17084614932507886,0.08218045582266625,0.2200312207305651,0.08492788011239463,0.1947574149235092,0.09512332188573212
1240,410690000480,0.021640001,59834.070796460175,36.16548672566372,2.2725724020442932,0.022146507666098807,0.04599659284497445,0.015332197614991482,0.32367972742759793,0.1700404858299595,75839.0,1003.0,5016.0,29377.0,6159.0,9227.0,5640.0,5830.0,8946.0,4641.0,88437.0,13170.0,5106.0,2742.0,2364.0,88437.0,7162.0,81275.0,213753.0,3763.0,25750.0,7651.0,44596.0,8685.0,10492.0,112816.0,0.6696027110062105,0.33039728899378945,0.9190157965557403,0.08098420344425976,0.42312856427746043,410690000480,6.0,0.0,4.0,3.0,2.0,,410690000480,0.48829001,0.095880002,0.6989948843958186,0.030492390141605853,0.9494794369658006,0.1010411260683987,0.9336348327102111,0.06636516728978892,0.08731342136411849,0.2508364974200524,0.06936395451913568,0.1732689755532668,0.06314338564964977
